Stations_id,von_datum,bis_datum,Stationshoehe,geoBreite,geoLaenge
3226,20060801,20230410,107,51.7259,11.5109
3231,19950901,20230410,450,50.5611,10.3771
3234,20050201,20230410,158,51.1294,13.4328
3238,20110601,20230410,2,53.9497,13.9742
3244,20090801,20230410,614,47.9821,10.1384
3247,20070501,20230410,559,48.0557,9.3185
3248,20070401,20230410,516,50.3904,11.1324
3257,20040601,20221001,251,49.4773,9.7622
3258,20060111,20230410,510,48.2708,10.9768
3263,20040901,20230410,171,49.4566,6.6266
3268,20131002,20230410,900,48.1694,8.9433
3271,20041101,20230410,314,48.8548,12.9189
3278,20030105,20230410,354,48.5377,9.2734
3279,20021101,20230410,172,51.0452,12.2989
3280,20040701,20230410,98,53.3083,12.2937
3284,20050501,20230410,240,49.6692,9.0085
3287,19950901,20230410,453,49.7177,9.0997
3289,20041110,20230410,356,50.7281,11.7838
3293,20060101,20230410,590,48.064,10.4839
3297,20050701,20230410,64,53.2681,12.7221
3304,20070401,20230410,294,51.2327,10.7694
3307,20080401,20230102,984,47.4779,11.2653
3308,20050801,20230410,74,53.1846,13.6545
3319,20060901,20230410,239,49.7644,9.253
3321,20050701,20230410,77,51.1313,6.3609
3339,20060901,20230410,541,50.5202,6.2084
3340,20050501,20220329,265,50.4383,7.8061
3342,20050301,20230410,0,53.311,7.4329
3348,20040601,20230410,241,51.7209,9.8351
3362,19950901,20230410,243,48.9721,8.8735
3364,20040701,20230410,286,50.8681,10.8211
3366,19950901,20230410,406,48.279,12.5024
3376,20040601,20230410,63,52.5176,14.1232
3379,19970707,20230410,515,48.1632,11.5429
3402,20021101,20230410,755,48.3851,9.4837
3413,20040701,20230410,155,50.4522,8.7317
3418,20070101,20230410,594,48.2754,9.6355
3426,20040601,20230410,127,51.566,14.7008
3429,20060111,20230410,366,49.4497,12.1874
3432,20050415,20230410,380,48.5675,8.7179
3435,20021101,20230410,477,48.5235,11.8398
3438,20041201,20230410,401,48.8016,11.2181
3440,20050901,20230410,530,48.7071,10.2997
3442,20041001,20230410,149,50.3574,8.7506
3445,20041101,20230410,100,51.9245,12.8888
3448,20100610,20230410,117,49.3945,8.8045
3473,20041120,20230410,89,53.0528,12.7562
3485,20050501,20230410,486,48.3115,10.3773
3490,20040901,20230410,111,50.5346,7.0853
3491,20040601,20230410,734,50.441,11.2401
3497,20041001,20230410,336,50.1226,11.5596
3499,20060701,20230410,292,51.2915,7.853
3509,20041001,20230410,78,53.102,13.0421
3513,19950901,20230410,845,50.5003,11.1345
3519,20050301,20230410,663,47.9519,8.9932
3525,20030429,20230410,460,49.2586,12.9601
3527,20040501,20230410,500,50.8923,9.405
3535,20060111,20230410,438,48.3658,12.5211
3536,20030429,20230410,420,49.2835,11.4525
3540,20041101,20230410,195,50.8446,7.372
3545,20050301,20230410,236,49.344,7.2297
