,accidents
1524,-0.306324172236198
1069,-0.306324172236198
2790,-0.2371026526775934
3405,-0.2371026526775934
3820,-0.2371026526775934
2907,-0.2371026526775934
1358,2.7061125654622176
2081,-0.2371026526775934
464,-0.306324172236198
1841,-0.306324172236198
1138,2.7061125654622176
3767,-0.2371026526775934
3691,-0.2371026526775934
716,-0.306324172236198
235,-0.306324172236198
998,-0.306324172236198
2671,-0.2371026526775934
2189,-0.2371026526775934
4009,-0.2371026526775934
3879,-0.2371026526775934
2731,-0.2371026526775934
2581,-0.2371026526775934
1236,2.7061125654622176
604,-0.306324172236198
1991,-0.306324172236198
3071,-0.2371026526775934
3875,-0.2371026526775934
989,-0.306324172236198
3911,-0.2371026526775934
3459,-0.2371026526775934
2787,-0.2371026526775934
1733,-0.306324172236198
2191,-0.2371026526775934
257,-0.306324172236198
2950,-0.2371026526775934
539,-0.306324172236198
1675,-0.306324172236198
2333,-0.2371026526775934
2388,3.9929765313757546
1253,-0.306324172236198
3858,-0.2371026526775934
1352,-0.306324172236198
1902,-0.306324172236198
469,-0.306324172236198
252,-0.306324172236198
714,-0.306324172236198
2166,-0.2371026526775934
3633,-0.2371026526775934
2638,-0.2371026526775934
2064,-0.2371026526775934
50,-0.306324172236198
2354,-0.2371026526775934
3686,-0.2371026526775934
3261,-0.2371026526775934
1035,-0.306324172236198
1713,-0.306324172236198
496,-0.306324172236198
1017,-0.306324172236198
3804,-0.2371026526775934
1479,-0.306324172236198
3493,-0.2371026526775934
2523,-0.2371026526775934
2548,-0.2371026526775934
2600,-0.2371026526775934
2497,-0.2371026526775934
662,-0.306324172236198
1520,-0.306324172236198
1552,-0.306324172236198
72,-0.306324172236198
2233,-0.2371026526775934
2834,-0.2371026526775934
3981,-0.2371026526775934
2418,-0.2371026526775934
997,-0.306324172236198
1664,-0.306324172236198
2978,-0.2371026526775934
3757,-0.2371026526775934
918,-0.306324172236198
2602,-0.2371026526775934
3888,-0.2371026526775934
730,-0.306324172236198
1349,-0.306324172236198
3004,-0.2371026526775934
990,-0.306324172236198
3584,3.9929765313757546
2246,-0.2371026526775934
1829,-0.306324172236198
766,-0.306324172236198
3871,-0.2371026526775934
2065,-0.2371026526775934
935,-0.306324172236198
1080,-0.306324172236198
4016,-0.2371026526775934
3811,-0.2371026526775934
3677,-0.2371026526775934
2715,-0.2371026526775934
3006,-0.2371026526775934
2009,-0.306324172236198
2684,-0.2371026526775934
1672,-0.306324172236198
1102,-0.306324172236198
1225,-0.306324172236198
3457,-0.2371026526775934
1372,-0.306324172236198
3652,-0.2371026526775934
2085,-0.2371026526775934
142,-0.306324172236198
2855,-0.2371026526775934
1251,-0.306324172236198
1862,-0.306324172236198
846,-0.306324172236198
3274,-0.2371026526775934
1337,-0.306324172236198
1327,-0.306324172236198
2464,-0.2371026526775934
1892,-0.306324172236198
3009,-0.2371026526775934
2100,-0.2371026526775934
3937,-0.2371026526775934
3913,-0.2371026526775934
4017,-0.2371026526775934
1685,-0.306324172236198
3599,-0.2371026526775934
1750,-0.306324172236198
346,-0.306324172236198
3852,-0.2371026526775934
3361,-0.2371026526775934
1558,2.7061125654622176
3472,-0.2371026526775934
1060,-0.306324172236198
1293,-0.306324172236198
3600,-0.2371026526775934
2396,-0.2371026526775934
2273,-0.2371026526775934
1703,-0.306324172236198
2075,3.9929765313757546
2561,-0.2371026526775934
2713,-0.2371026526775934
2940,-0.2371026526775934
685,-0.306324172236198
2780,-0.2371026526775934
2639,-0.2371026526775934
3479,-0.2371026526775934
566,-0.306324172236198
3057,3.9929765313757546
2788,-0.2371026526775934
1976,-0.306324172236198
2874,-0.2371026526775934
3827,-0.2371026526775934
2594,-0.2371026526775934
3509,-0.2371026526775934
3344,-0.2371026526775934
3710,-0.2371026526775934
1708,-0.306324172236198
3056,-0.2371026526775934
939,-0.306324172236198
608,-0.306324172236198
2225,-0.2371026526775934
3121,-0.2371026526775934
3928,-0.2371026526775934
1782,-0.306324172236198
1510,-0.306324172236198
60,-0.306324172236198
2401,-0.2371026526775934
1346,-0.306324172236198
2410,-0.2371026526775934
1819,-0.306324172236198
2110,-0.2371026526775934
511,-0.306324172236198
3678,-0.2371026526775934
3015,-0.2371026526775934
3709,-0.2371026526775934
2725,-0.2371026526775934
2082,-0.2371026526775934
3196,-0.2371026526775934
2118,-0.2371026526775934
2262,-0.2371026526775934
869,-0.306324172236198
239,-0.306324172236198
652,-0.306324172236198
2628,-0.2371026526775934
739,-0.306324172236198
451,-0.306324172236198
783,-0.306324172236198
135,-0.306324172236198
3044,-0.2371026526775934
3899,-0.2371026526775934
1431,-0.306324172236198
1797,-0.306324172236198
734,-0.306324172236198
3008,-0.2371026526775934
1425,-0.306324172236198
1810,-0.306324172236198
2975,-0.2371026526775934
530,-0.306324172236198
2323,-0.2371026526775934
3657,3.9929765313757546
224,-0.306324172236198
430,-0.306324172236198
2804,-0.2371026526775934
3396,-0.2371026526775934
421,2.7061125654622176
377,-0.306324172236198
2792,-0.2371026526775934
1022,-0.306324172236198
618,-0.306324172236198
385,-0.306324172236198
1374,-0.306324172236198
152,-0.306324172236198
2066,-0.2371026526775934
1430,-0.306324172236198
2567,-0.2371026526775934
3141,-0.2371026526775934
923,-0.306324172236198
2681,-0.2371026526775934
2291,-0.2371026526775934
518,-0.306324172236198
2604,-0.2371026526775934
2489,-0.2371026526775934
3419,3.9929765313757546
941,-0.306324172236198
256,-0.306324172236198
2317,-0.2371026526775934
2785,-0.2371026526775934
1988,-0.306324172236198
1178,-0.306324172236198
3013,3.9929765313757546
1982,-0.306324172236198
2426,-0.2371026526775934
701,-0.306324172236198
1859,-0.306324172236198
2235,-0.2371026526775934
3874,-0.2371026526775934
852,-0.306324172236198
3356,-0.2371026526775934
2334,3.9929765313757546
3002,-0.2371026526775934
1200,-0.306324172236198
2129,-0.2371026526775934
3524,-0.2371026526775934
2867,-0.2371026526775934
1817,-0.306324172236198
3225,-0.2371026526775934
1160,-0.306324172236198
2151,-0.2371026526775934
399,-0.306324172236198
3900,-0.2371026526775934
585,-0.306324172236198
1418,-0.306324172236198
569,-0.306324172236198
22,-0.306324172236198
2646,-0.2371026526775934
1694,-0.306324172236198
683,5.718549303160633
2664,-0.2371026526775934
3406,-0.2371026526775934
138,-0.306324172236198
980,-0.306324172236198
319,-0.306324172236198
3358,-0.2371026526775934
1103,-0.306324172236198
205,-0.306324172236198
3285,3.9929765313757546
358,-0.306324172236198
1437,-0.306324172236198
96,-0.306324172236198
1221,-0.306324172236198
2083,-0.2371026526775934
3114,-0.2371026526775934
710,-0.306324172236198
129,-0.306324172236198
1549,-0.306324172236198
2167,-0.2371026526775934
1509,-0.306324172236198
3153,3.9929765313757546
1381,-0.306324172236198
2243,-0.2371026526775934
1828,-0.306324172236198
394,-0.306324172236198
3738,-0.2371026526775934
2977,-0.2371026526775934
2575,-0.2371026526775934
2274,-0.2371026526775934
3910,-0.2371026526775934
1342,-0.306324172236198
113,-0.306324172236198
17,2.7061125654622176
3729,-0.2371026526775934
2851,-0.2371026526775934
2249,-0.2371026526775934
1341,-0.306324172236198
992,-0.306324172236198
2612,-0.2371026526775934
1554,-0.306324172236198
3939,-0.2371026526775934
2848,3.9929765313757546
1494,-0.306324172236198
737,-0.306324172236198
3437,-0.2371026526775934
3839,-0.2371026526775934
2152,-0.2371026526775934
2056,-0.2371026526775934
372,-0.306324172236198
1172,-0.306324172236198
2,-0.306324172236198
2017,-0.2371026526775934
3986,-0.2371026526775934
2968,-0.2371026526775934
154,-0.306324172236198
3370,-0.2371026526775934
443,-0.306324172236198
1935,-0.306324172236198
2709,-0.2371026526775934
3962,-0.2371026526775934
