,weather_station,temperature,percipitation,month,day,hour,accidents,road_usage
563,164,13.28,0.0,4,3,11,0,1.26
564,164,13.94,0.0,4,3,12,0,1.21
565,164,14.72,0.0,4,3,13,0,1.01
566,164,14.32,0.0,4,3,14,0,1.16
567,164,14.64,0.0,4,3,15,0,1.19
568,164,14.32,0.0,4,3,16,1,1.39
569,164,12.74,0.02,4,3,17,0,1.48
570,164,10.66,0.16,4,3,18,0,1.13
571,164,9.52,0.0,4,3,19,0,0.51
572,164,8.88,0.0,4,3,20,0,-0.17
573,164,8.62,0.0,4,3,21,1,-0.49
574,164,8.32,0.0,4,3,22,0,-0.75
575,164,8.3,0.0,4,3,23,0,-0.93
576,164,7.22,0.0,4,4,0,0,-1.04
577,164,6.6,0.0,4,4,1,0,-1.11
578,164,6.08,0.0,4,4,2,0,-1.13
579,164,5.4,0.0,4,4,3,0,-1.12
580,164,4.67,0.0,4,4,4,0,-1.07
581,164,4.97,0.0,4,4,5,0,-0.92
582,164,6.25,0.0,4,4,6,0,-0.24
583,164,7.78,0.0,4,4,7,0,0.64
584,164,9.62,0.0,4,4,8,0,0.53
585,164,10.97,0.0,4,4,9,0,0.68
586,164,12.67,0.0,4,4,10,0,1.03
587,164,13.95,0.0,4,4,11,0,1.29
588,164,14.7,0.0,4,4,12,0,1.11
589,164,15.43,0.0,4,4,13,0,1.08
590,164,16.45,0.0,4,4,14,0,1.18
591,164,16.17,0.0,4,4,15,0,1.22
592,164,15.72,0.0,4,4,16,0,1.42
593,164,14.43,0.0,4,4,17,0,1.63
594,164,12.95,0.0,4,4,18,1,1.09
595,164,11.23,0.0,4,4,19,0,0.49
596,164,9.75,0.0,4,4,20,0,-0.13
597,164,8.9,0.0,4,4,21,0,-0.48
598,164,8.4,0.0,4,4,22,0,-0.75
599,164,8.35,0.0,4,4,23,0,-0.93
600,164,7.62,0.0,4,5,0,0,-0.99
601,164,6.8,0.0,4,5,1,0,-1.09
602,164,6.42,0.0,4,5,2,0,-1.12
603,164,5.98,0.0,4,5,3,0,-1.12
604,164,5.9,0.0,4,5,4,0,-1.07
605,164,5.9,0.03,4,5,5,0,-0.91
606,164,7.35,0.0,4,5,6,0,-0.23
607,164,9.48,0.0,4,5,7,0,0.66
608,164,10.98,0.0,4,5,8,0,0.59
609,164,13.0,0.0,4,5,9,0,0.69
610,164,14.43,0.0,4,5,10,0,1.08
611,164,16.27,0.0,4,5,11,0,1.3
612,164,16.9,0.0,4,5,12,1,1.17
613,164,17.25,0.0,4,5,13,0,1.16
614,164,17.58,0.0,4,5,14,0,1.22
615,164,17.15,0.0,4,5,15,0,1.23
616,164,17.05,0.0,4,5,16,0,1.5
617,164,16.15,0.0,4,5,17,0,1.56
618,164,13.75,0.0,4,5,18,0,1.17
619,164,11.85,0.0,4,5,19,1,0.55
620,164,11.03,0.0,4,5,20,0,-0.02
621,164,9.95,0.0,4,5,21,0,-0.36
622,164,8.75,0.0,4,5,22,0,-0.64
623,164,7.97,0.0,4,5,23,0,-0.86
624,164,7.4,0.0,4,6,0,0,-0.98
625,164,6.75,0.0,4,6,1,0,-1.03
626,164,6.3,0.0,4,6,2,0,-1.1
627,164,6.12,0.0,4,6,3,0,-1.12
628,164,5.55,0.0,4,6,4,0,-1.08
629,164,6.17,0.0,4,6,5,0,-0.95
630,164,8.18,0.0,4,6,6,0,-0.41
631,164,10.55,0.0,4,6,7,1,0.23
632,164,12.15,0.0,4,6,8,0,0.26
633,164,13.78,0.0,4,6,9,0,0.42
634,164,15.52,0.0,4,6,10,0,0.9
635,164,16.62,0.0,4,6,11,0,1.15
636,164,17.25,0.0,4,6,12,0,1.12
637,164,17.48,0.0,4,6,13,1,1.17
638,164,17.58,0.0,4,6,14,1,1.33
639,164,16.98,0.0,4,6,15,0,1.45
640,164,16.4,0.0,4,6,16,0,1.5
641,164,14.83,0.0,4,6,17,1,1.18
642,164,12.4,0.0,4,6,18,1,0.9
643,164,10.75,0.0,4,6,19,0,0.47
644,164,9.18,0.0,4,6,20,1,-0.1
645,164,8.4,0.0,4,6,21,0,-0.41
646,164,7.8,0.0,4,6,22,0,-0.64
647,164,7.47,0.0,4,6,23,0,-0.8
648,164,7.15,0.0,4,7,0,0,-1.0
649,164,6.35,1.88,4,7,1,0,-1.06
650,164,5.8,0.1,4,7,2,0,-1.12
651,164,5.45,0.23,4,7,3,0,-1.12
652,164,5.7,0.2,4,7,4,0,-1.1
653,164,5.72,0.0,4,7,5,0,-1.05
654,164,7.0,0.0,4,7,6,0,-0.82
655,164,8.3,0.0,4,7,7,0,-0.66
656,164,9.97,0.0,4,7,8,0,-0.36
657,164,11.5,0.0,4,7,9,0,0.43
658,164,13.27,0.0,4,7,10,0,1.14
659,164,14.45,0.0,4,7,11,1,1.6
660,164,15.17,0.0,4,7,12,0,1.59
661,164,15.78,0.0,4,7,13,0,1.43
662,164,16.3,0.0,4,7,14,0,1.44
663,164,16.1,0.0,4,7,15,1,1.33
664,164,15.6,0.0,4,7,16,2,0.86
665,164,14.22,0.0,4,7,17,0,0.67
666,164,12.27,0.0,4,7,18,0,0.56
667,164,10.95,0.0,4,7,19,0,0.14
668,164,9.8,0.0,4,7,20,0,-0.3
669,164,8.8,0.0,4,7,21,0,-0.47
670,164,8.53,0.0,4,7,22,1,-0.69
671,164,7.92,0.0,4,7,23,0,-0.84
672,164,7.35,0.0,5,1,0,0,-1.05
673,164,6.88,0.0,5,1,1,0,-1.02
674,164,6.55,0.0,5,1,2,0,-1.1
675,164,6.4,0.0,5,1,3,0,-1.12
676,164,6.32,0.0,5,1,4,0,-1.14
677,164,7.67,0.0,5,1,5,0,-1.11
678,164,9.15,0.0,5,1,6,0,-1.01
679,164,11.35,0.0,5,1,7,0,-1.01
680,164,12.68,0.0,5,1,8,0,-0.85
681,164,13.93,0.0,5,1,9,0,-0.44
682,164,14.82,0.0,5,1,10,0,0.09
683,164,16.07,0.0,5,1,11,2,0.43
684,164,16.55,0.0,5,1,12,0,0.59
685,164,16.32,0.0,5,1,13,0,0.59
686,164,15.88,0.53,5,1,14,1,0.79
687,164,16.48,0.03,5,1,15,0,0.74
688,164,16.57,0.0,5,1,16,0,0.49
689,164,16.02,0.0,5,1,17,1,0.48
690,164,15.07,0.0,5,1,18,0,0.39
691,164,13.78,0.0,5,1,19,0,0.06
692,164,12.03,0.0,5,1,20,0,-0.27
693,164,11.18,0.0,5,1,21,1,-0.59
694,164,10.85,0.0,5,1,22,0,-0.8
695,164,10.0,0.0,5,1,23,0,-0.93
696,164,9.22,0.0,5,2,0,0,-1.07
697,164,8.75,0.0,5,2,1,0,-1.1
698,164,8.55,0.0,5,2,2,0,-1.11
699,164,8.18,0.0,5,2,3,0,-1.1
700,164,8.25,0.0,5,2,4,0,-1.02
701,164,9.4,0.0,5,2,5,0,-0.81
702,164,11.45,0.0,5,2,6,1,-0.12
703,164,13.18,0.0,5,2,7,0,0.71
704,164,14.35,0.0,5,2,8,0,0.68
705,164,15.32,0.0,5,2,9,0,0.61
706,164,16.3,0.0,5,2,10,0,0.91
707,164,16.75,0.15,5,2,11,0,0.94
708,164,15.95,0.0,5,2,12,0,0.88
709,164,17.0,0.0,5,2,13,0,0.78
710,164,16.73,0.0,5,2,14,0,0.84
711,164,15.75,0.53,5,2,15,0,0.91
712,164,15.12,2.05,5,2,16,1,1.19
713,164,14.25,0.05,5,2,17,0,1.24
714,164,12.88,0.08,5,2,18,0,0.73
715,164,11.9,0.0,5,2,19,1,0.2
716,164,11.18,0.1,5,2,20,0,-0.31
717,164,10.62,0.0,5,2,21,0,-0.6
718,164,9.68,0.0,5,2,22,0,-0.81
719,164,9.47,0.0,5,2,23,0,-0.97
720,164,9.15,0.0,5,3,0,0,-1.06
721,164,8.65,0.03,5,3,1,0,-1.13
722,164,8.27,0.0,5,3,2,0,-1.14
723,164,7.98,0.0,5,3,3,0,-1.13
724,164,7.88,0.0,5,3,4,0,-1.09
725,164,8.68,0.0,5,3,5,0,-0.91
726,164,9.88,0.0,5,3,6,0,-0.32
727,164,11.65,0.0,5,3,7,0,0.58
728,164,13.45,0.0,5,3,8,0,0.65
729,164,14.45,0.0,5,3,9,0,0.64
730,164,15.08,0.0,5,3,10,0,0.93
731,164,15.65,0.0,5,3,11,0,0.99
732,164,15.97,0.0,5,3,12,0,0.89
733,164,15.8,0.0,5,3,13,0,0.84
734,164,16.25,0.0,5,3,14,0,0.91
735,164,16.02,0.0,5,3,15,1,1.02
736,164,15.62,0.0,5,3,16,0,1.29
737,164,14.9,0.0,5,3,17,0,1.35
738,164,13.25,0.0,5,3,18,0,0.89
739,164,11.48,0.0,5,3,19,0,0.31
740,164,10.02,0.0,5,3,20,0,-0.25
741,164,8.95,0.0,5,3,21,0,-0.53
742,164,7.9,0.0,5,3,22,0,-0.79
743,164,7.67,0.0,5,3,23,0,-0.94
744,164,7.32,0.0,5,4,0,0,-1.03
745,164,7.34,0.0,5,4,1,0,-1.1
746,164,6.92,0.0,5,4,2,0,-1.13
747,164,7.12,0.0,5,4,3,0,-1.13
748,164,6.94,0.0,5,4,4,0,-1.09
749,164,8.4,0.0,5,4,5,0,-0.96
750,164,9.94,0.0,5,4,6,0,-0.43
751,164,11.48,0.0,5,4,7,0,0.26
752,164,12.46,0.0,5,4,8,0,0.31
753,164,13.14,0.02,5,4,9,0,0.41
754,164,13.5,0.0,5,4,10,0,0.78
755,164,14.02,0.0,5,4,11,0,0.95
756,164,14.82,0.0,5,4,12,0,0.94
757,164,15.06,0.7,5,4,13,0,0.89
758,164,15.08,0.02,5,4,14,0,0.96
759,164,14.78,0.02,5,4,15,0,0.95
760,164,13.98,0.02,5,4,16,1,1.14
761,164,13.38,0.04,5,4,17,0,1.23
762,164,12.86,0.0,5,4,18,0,0.83
763,164,11.78,0.0,5,4,19,0,0.27
764,164,10.92,0.0,5,4,20,0,-0.23
765,164,10.2,0.02,5,4,21,0,-0.49
766,164,9.46,0.08,5,4,22,0,-0.75
767,164,9.02,0.02,5,4,23,0,-0.9
768,164,8.82,0.06,5,5,0,0,-1.04
769,164,8.68,0.06,5,5,1,0,-1.1
770,164,8.5,0.08,5,5,2,0,-1.13
771,164,8.44,0.46,5,5,3,0,-1.12
772,164,8.56,0.22,5,5,4,0,-1.09
773,164,9.04,0.18,5,5,5,0,-0.96
774,164,10.0,0.08,5,5,6,0,-0.43
775,164,11.14,0.0,5,5,7,0,0.28
776,164,11.98,0.04,5,5,8,0,0.38
777,164,12.98,0.0,5,5,9,0,0.44
778,164,13.6,0.0,5,5,10,1,0.83
779,164,13.92,0.32,5,5,11,1,1.01
780,164,14.6,0.16,5,5,12,1,0.94
781,164,15.48,0.02,5,5,13,1,0.86
782,164,15.38,0.0,5,5,14,0,0.93
783,164,15.44,0.22,5,5,15,0,1.01
784,164,15.42,0.02,5,5,16,0,1.1
785,164,15.22,0.0,5,5,17,0,1.16
786,164,14.68,0.0,5,5,18,2,0.75
787,164,13.24,0.08,5,5,19,0,0.26
788,164,12.3,0.02,5,5,20,0,-0.28
789,164,11.3,0.0,5,5,21,0,-0.53
790,164,10.96,0.0,5,5,22,0,-0.75
791,164,10.38,0.0,5,5,23,0,-0.86
792,164,9.78,0.0,5,6,0,0,-0.96
793,164,9.24,0.0,5,6,1,0,-1.1
794,164,8.7,0.0,5,6,2,0,-1.13
795,164,8.28,0.0,5,6,3,0,-1.12
796,164,8.38,0.0,5,6,4,0,-1.08
797,164,9.54,0.0,5,6,5,0,-0.95
798,164,10.86,0.06,5,6,6,0,-0.42
799,164,12.16,0.0,5,6,7,0,0.3
800,164,13.64,0.02,5,6,8,0,0.44
801,164,15.12,0.0,5,6,9,0,0.58
802,164,15.52,0.02,5,6,10,0,0.99
803,164,16.94,0.0,5,6,11,0,1.23
804,164,17.36,0.0,5,6,12,0,1.18
805,164,17.52,0.0,5,6,13,0,1.3
806,164,18.42,0.0,5,6,14,0,1.5
807,164,16.9,0.18,5,6,15,1,1.55
808,164,16.88,0.02,5,6,16,0,1.46
809,164,16.08,0.0,5,6,17,0,1.25
810,164,15.08,0.06,5,6,18,0,0.87
811,164,14.26,0.0,5,6,19,0,0.41
812,164,13.26,0.0,5,6,20,0,-0.06
813,164,12.42,0.0,5,6,21,0,-0.34
814,164,11.08,0.0,5,6,22,0,-0.6
815,164,10.68,0.0,5,6,23,0,-0.77
816,164,8.32,0.0,5,7,0,0,-0.96
817,164,7.72,0.0,5,7,1,0,-1.07
818,164,7.22,0.0,5,7,2,0,-1.11
819,164,6.38,0.0,5,7,3,0,-1.12
820,164,6.18,0.0,5,7,4,0,-1.11
821,164,7.9,0.0,5,7,5,0,-1.06
822,164,10.05,0.0,5,7,6,0,-0.86
823,164,11.68,0.0,5,7,7,0,-0.78
824,164,12.38,0.0,5,7,8,0,-0.34
825,164,13.32,0.0,5,7,9,0,0.44
826,164,13.92,0.0,5,7,10,0,0.96
827,164,15.2,0.0,5,7,11,0,1.29
828,164,14.9,0.0,5,7,12,0,1.23
829,164,15.5,0.0,5,7,13,0,1.1
830,164,15.02,0.0,5,7,14,0,1.15
831,164,15.2,0.0,5,7,15,0,1.08
832,164,14.58,0.0,5,7,16,0,0.76
833,164,14.28,0.0,5,7,17,0,0.54
834,164,13.38,0.0,5,7,18,0,0.46
835,164,11.62,0.0,5,7,19,0,0.09
836,164,10.7,0.0,5,7,20,0,-0.35
837,164,9.75,0.0,5,7,21,0,-0.52
838,164,8.8,0.0,5,7,22,0,-0.65
839,164,8.35,0.0,5,7,23,0,-0.81
840,164,15.16,0.0,6,1,0,0,-1.01
841,164,14.1,0.0,6,1,1,0,-1.02
842,164,13.82,0.0,6,1,2,0,-1.07
843,164,13.82,0.0,6,1,3,0,-1.11
844,164,14.06,0.0,6,1,4,0,-1.12
845,164,15.42,0.0,6,1,5,0,-1.1
846,164,17.74,0.0,6,1,6,0,-1.02
847,164,20.0,0.0,6,1,7,0,-0.98
848,164,21.56,0.0,6,1,8,0,-0.81
849,164,23.3,0.0,6,1,9,0,-0.43
850,164,24.88,0.0,6,1,10,0,0.1
851,164,25.8,0.0,6,1,11,0,0.49
852,164,26.32,0.0,6,1,12,0,0.65
853,164,26.48,0.0,6,1,13,2,0.65
854,164,26.84,0.0,6,1,14,1,0.8
855,164,27.0,0.0,6,1,15,0,0.78
856,164,27.36,0.0,6,1,16,2,0.53
857,164,26.88,0.0,6,1,17,0,0.45
858,164,25.56,0.0,6,1,18,0,0.45
859,164,22.98,0.0,6,1,19,0,0.2
860,164,20.68,0.0,6,1,20,1,-0.13
861,164,19.32,0.0,6,1,21,0,-0.39
862,164,18.36,0.0,6,1,22,0,-0.64
863,164,17.52,0.0,6,1,23,0,-0.83
864,164,16.15,0.0,6,2,0,0,-1.04
865,164,15.05,0.0,6,2,1,0,-1.07
866,164,14.75,0.0,6,2,2,0,-1.1
867,164,14.4,0.0,6,2,3,0,-1.1
868,164,15.43,0.0,6,2,4,0,-1.05
869,164,16.45,0.15,6,2,5,0,-0.84
870,164,18.07,3.33,6,2,6,0,-0.26
871,164,19.85,0.15,6,2,7,0,0.25
872,164,21.93,0.0,6,2,8,0,0.29
873,164,23.58,0.0,6,2,9,0,0.42
874,164,24.8,0.0,6,2,10,0,0.75
875,164,25.88,0.0,6,2,11,0,0.9
876,164,26.23,0.0,6,2,12,0,0.86
877,164,26.6,0.0,6,2,13,0,0.85
878,164,26.9,0.0,6,2,14,1,0.89
879,164,27.73,0.0,6,2,15,0,0.88
880,164,27.35,0.0,6,2,16,0,1.04
881,164,26.85,0.0,6,2,17,0,1.09
882,164,25.82,0.0,6,2,18,0,0.71
883,164,22.6,0.0,6,2,19,0,0.18
884,164,20.38,0.0,6,2,20,0,-0.25
885,164,19.12,0.0,6,2,21,0,-0.51
886,164,18.3,0.0,6,2,22,0,-0.75
887,164,17.57,0.0,6,2,23,0,-0.91
888,164,16.57,1.57,6,3,0,0,-1.04
889,164,15.78,0.9,6,3,1,0,-1.09
890,164,15.22,0.42,6,3,2,0,-1.11
891,164,15.12,0.0,6,3,3,0,-1.11
892,164,15.98,0.0,6,3,4,0,-1.04
893,164,17.7,0.0,6,3,5,0,-0.83
894,164,20.3,0.0,6,3,6,0,-0.17
895,164,22.07,0.0,6,3,7,0,0.59
896,164,24.1,0.0,6,3,8,0,0.67
897,164,25.4,0.0,6,3,9,1,0.73
898,164,26.75,0.0,6,3,10,0,1.02
899,164,27.77,0.0,6,3,11,2,1.07
900,164,27.68,0.0,6,3,12,0,0.91
901,164,28.48,0.0,6,3,13,1,0.95
902,164,28.9,0.0,6,3,14,0,0.97
903,164,29.2,0.0,6,3,15,1,1.04
904,164,29.48,0.0,6,3,16,1,1.21
905,164,29.33,0.0,6,3,17,0,1.33
906,164,27.6,0.0,6,3,18,0,0.88
907,164,25.35,0.0,6,3,19,0,0.3
908,164,22.9,0.0,6,3,20,0,-0.17
909,164,22.42,0.0,6,3,21,0,-0.46
910,164,21.05,0.0,6,3,22,0,-0.72
911,164,20.43,0.0,6,3,23,0,-0.91
912,164,18.82,0.05,6,4,0,0,-1.05
913,164,18.12,0.0,6,4,1,0,-1.1
914,164,17.95,0.0,6,4,2,0,-1.12
915,164,17.45,0.0,6,4,3,0,-1.12
916,164,17.53,0.0,6,4,4,0,-1.07
917,164,20.07,0.0,6,4,5,0,-0.88
918,164,22.5,0.0,6,4,6,0,-0.22
919,164,24.47,0.0,6,4,7,0,0.53
920,164,26.45,0.0,6,4,8,0,0.65
921,164,28.25,0.0,6,4,9,0,0.67
922,164,29.82,0.0,6,4,10,0,0.9
923,164,30.7,0.0,6,4,11,0,0.95
924,164,31.3,0.0,6,4,12,0,0.88
925,164,32.02,0.0,6,4,13,0,0.88
926,164,31.9,0.0,6,4,14,0,0.91
927,164,31.8,0.0,6,4,15,0,0.93
928,164,31.4,0.0,6,4,16,2,1.15
929,164,30.45,0.0,6,4,17,1,1.18
930,164,26.83,0.0,6,4,18,0,0.73
931,164,25.28,0.0,6,4,19,0,0.26
932,164,23.35,0.0,6,4,20,0,-0.2
933,164,22.07,0.0,6,4,21,0,-0.49
934,164,20.77,0.0,6,4,22,0,-0.72
935,164,20.25,0.03,6,4,23,0,-0.91
936,164,19.78,0.03,6,5,0,0,-1.03
937,164,19.08,0.0,6,5,1,0,-1.09
938,164,17.98,0.0,6,5,2,0,-1.12
939,164,16.85,0.0,6,5,3,0,-1.12
940,164,16.73,0.0,6,5,4,0,-1.06
941,164,17.9,0.0,6,5,5,0,-0.88
942,164,19.27,0.0,6,5,6,0,-0.24
943,164,20.27,0.0,6,5,7,1,0.49
944,164,20.38,0.62,6,5,8,0,0.6
945,164,21.8,0.0,6,5,9,1,0.68
946,164,22.75,0.0,6,5,10,0,0.99
947,164,23.42,0.0,6,5,11,0,1.02
948,164,24.55,0.03,6,5,12,0,1.0
949,164,25.32,0.0,6,5,13,0,0.96
950,164,25.38,0.0,6,5,14,0,1.02
951,164,23.85,0.0,6,5,15,0,1.06
952,164,22.6,0.0,6,5,16,0,1.29
953,164,22.05,0.7,6,5,17,1,1.48
954,164,21.3,0.1,6,5,18,0,0.93
955,164,19.95,0.0,6,5,19,0,0.38
956,164,18.6,0.0,6,5,20,0,-0.15
957,164,17.77,0.6,6,5,21,0,-0.45
958,164,16.53,1.98,6,5,22,0,-0.71
959,164,15.58,0.9,6,5,23,0,-0.89
960,164,15.38,0.0,6,6,0,0,-0.88
961,164,15.07,0.0,6,6,1,0,-1.09
962,164,14.95,0.0,6,6,2,0,-1.12
963,164,14.03,0.0,6,6,3,0,-1.12
964,164,14.15,0.0,6,6,4,0,-1.06
965,164,15.52,0.0,6,6,5,0,-0.9
966,164,17.25,0.0,6,6,6,0,-0.32
967,164,18.52,0.0,6,6,7,0,0.45
968,164,19.58,0.0,6,6,8,0,0.54
969,164,20.75,0.0,6,6,9,0,0.76
970,164,21.72,0.95,6,6,10,0,1.15
971,164,22.77,0.0,6,6,11,1,1.35
972,164,23.27,0.0,6,6,12,0,1.3
973,164,23.85,0.0,6,6,13,0,1.39
974,164,24.23,0.0,6,6,14,0,1.61
975,164,24.7,0.0,6,6,15,0,1.71
976,164,24.5,0.0,6,6,16,0,1.59
977,164,24.1,0.0,6,6,17,0,1.41
978,164,23.2,0.0,6,6,18,0,1.04
979,164,21.35,0.0,6,6,19,0,0.54
980,164,19.4,0.0,6,6,20,0,0.03
981,164,18.4,0.0,6,6,21,0,-0.26
982,164,17.75,0.0,6,6,22,0,-0.51
983,164,17.15,0.0,6,6,23,1,-0.73
984,164,16.42,0.0,6,7,0,0,-0.92
985,164,15.78,0.0,6,7,1,0,-0.99
986,164,15.4,0.0,6,7,2,0,-1.07
987,164,15.44,0.0,6,7,3,0,-1.1
988,164,15.46,0.02,6,7,4,0,-1.09
989,164,16.58,0.04,6,7,5,0,-1.05
990,164,18.32,0.02,6,7,6,0,-0.88
991,164,20.0,0.0,6,7,7,2,-0.76
992,164,21.22,0.0,6,7,8,0,-0.32
993,164,22.54,0.0,6,7,9,0,0.4
994,164,23.02,0.0,6,7,10,0,1.05
995,164,23.78,0.0,6,7,11,0,1.44
996,164,24.52,0.0,6,7,12,0,1.33
997,164,25.36,0.0,6,7,13,0,1.21
998,164,26.1,0.0,6,7,14,0,1.27
999,164,26.34,0.0,6,7,15,0,1.13
1000,164,25.56,0.0,6,7,16,0,0.77
1001,164,25.2,0.0,6,7,17,0,0.55
1002,164,23.78,0.0,6,7,18,0,0.37
1003,164,21.98,0.0,6,7,19,0,0.03
1004,164,19.44,0.0,6,7,20,0,-0.31
1005,164,17.54,0.0,6,7,21,0,-0.46
1006,164,15.9,0.0,6,7,22,0,-0.65
1007,164,15.42,0.0,6,7,23,0,-0.78
1008,164,15.23,0.65,7,1,0,0,-1.04
1009,164,15.0,0.0,7,1,1,0,-1.0
1010,164,14.65,0.0,7,1,2,0,-1.08
1011,164,14.6,0.0,7,1,3,0,-1.11
1012,164,14.93,0.0,7,1,4,0,-1.13
1013,164,15.68,0.0,7,1,5,0,-1.1
1014,164,16.77,0.0,7,1,6,0,-1.02
1015,164,17.75,0.0,7,1,7,0,-1.0
1016,164,19.18,0.0,7,1,8,0,-0.88
1017,164,20.1,0.0,7,1,9,0,-0.58
1018,164,21.25,0.0,7,1,10,0,-0.11
1019,164,22.32,0.0,7,1,11,0,0.29
1020,164,23.1,0.0,7,1,12,0,0.49
1021,164,23.1,0.0,7,1,13,1,0.46
1022,164,23.3,0.0,7,1,14,0,0.68
1023,164,24.23,0.0,7,1,15,0,0.65
1024,164,23.32,0.0,7,1,16,0,0.51
1025,164,22.38,1.88,7,1,17,0,0.45
1026,164,22.02,0.1,7,1,18,0,0.3
1027,164,20.43,0.17,7,1,19,0,0.03
1028,164,19.1,0.2,7,1,20,0,-0.23
1029,164,18.32,0.0,7,1,21,0,-0.49
1030,164,17.48,0.0,7,1,22,0,-0.69
1031,164,16.52,0.0,7,1,23,0,-0.9
1032,164,16.88,0.0,7,2,0,0,-1.06
1033,164,16.34,0.0,7,2,1,0,-1.08
1034,164,15.82,0.0,7,2,2,0,-1.09
1035,164,15.34,0.0,7,2,3,0,-1.09
1036,164,15.68,0.0,7,2,4,0,-1.01
1037,164,16.52,0.0,7,2,5,0,-0.78
1038,164,17.62,0.0,7,2,6,0,-0.15
1039,164,18.7,0.0,7,2,7,0,0.48
1040,164,19.3,0.0,7,2,8,0,0.37
1041,164,20.68,0.0,7,2,9,1,0.46
1042,164,21.22,0.0,7,2,10,0,0.87
1043,164,21.3,0.02,7,2,11,0,1.09
1044,164,22.5,0.0,7,2,12,0,1.02
1045,164,23.14,0.0,7,2,13,0,0.89
1046,164,23.38,0.0,7,2,14,0,0.94
1047,164,23.16,0.0,7,2,15,0,0.94
1048,164,22.78,0.0,7,2,16,0,1.1
1049,164,21.9,0.02,7,2,17,0,1.27
1050,164,20.5,0.1,7,2,18,0,0.75
1051,164,19.62,0.08,7,2,19,0,0.16
1052,164,18.54,0.06,7,2,20,0,-0.29
1053,164,17.88,0.0,7,2,21,0,-0.56
1054,164,17.32,0.02,7,2,22,0,-0.79
1055,164,16.88,0.0,7,2,23,0,-0.96
1056,164,16.42,0.0,7,3,0,0,-1.05
1057,164,16.04,0.0,7,3,1,0,-1.11
1058,164,15.68,0.0,7,3,2,0,-1.13
1059,164,15.3,0.0,7,3,3,0,-1.12
1060,164,15.26,0.0,7,3,4,0,-1.06
1061,164,15.94,0.0,7,3,5,0,-0.89
1062,164,16.98,0.0,7,3,6,0,-0.32
1063,164,17.78,0.0,7,3,7,0,0.37
1064,164,19.38,0.0,7,3,8,0,0.3
1065,164,20.38,0.0,7,3,9,0,0.44
1066,164,20.84,0.0,7,3,10,0,0.9
1067,164,21.3,0.0,7,3,11,0,1.07
1068,164,21.72,0.0,7,3,12,0,1.0
1069,164,22.84,0.0,7,3,13,0,0.94
1070,164,22.4,0.0,7,3,14,0,0.91
1071,164,22.72,0.0,7,3,15,0,0.98
1072,164,22.96,0.0,7,3,16,0,1.07
1073,164,22.18,0.0,7,3,17,0,1.26
1074,164,21.32,0.0,7,3,18,1,0.81
1075,164,19.68,0.0,7,3,19,0,0.3
1076,164,17.56,0.0,7,3,20,0,-0.24
1077,164,16.86,0.0,7,3,21,0,-0.5
1078,164,15.7,0.0,7,3,22,0,-0.75
1079,164,14.8,0.0,7,3,23,0,-0.91
1080,164,14.38,0.0,7,4,0,0,-1.05
1081,164,14.26,0.0,7,4,1,0,-1.11
1082,164,13.92,0.02,7,4,2,0,-1.12
1083,164,13.74,0.0,7,4,3,0,-1.12
1084,164,13.44,0.0,7,4,4,0,-1.07
1085,164,14.7,0.0,7,4,5,0,-0.89
1086,164,16.56,0.0,7,4,6,0,-0.33
1087,164,18.16,0.0,7,4,7,0,0.39
1088,164,19.2,0.0,7,4,8,0,0.32
1089,164,20.16,0.0,7,4,9,0,0.42
1090,164,21.18,0.0,7,4,10,0,0.85
1091,164,21.92,0.0,7,4,11,0,1.08
1092,164,21.8,0.12,7,4,12,0,1.01
1093,164,22.48,0.54,7,4,13,2,0.92
1094,164,23.4,0.0,7,4,14,0,1.0
1095,164,22.44,0.02,7,4,15,0,0.99
1096,164,22.8,0.02,7,4,16,0,1.17
1097,164,22.24,0.02,7,4,17,0,1.31
1098,164,21.92,0.0,7,4,18,1,0.89
1099,164,19.7,0.14,7,4,19,0,0.28
1100,164,17.7,0.22,7,4,20,0,-0.26
1101,164,16.1,0.46,7,4,21,0,-0.48
1102,164,15.48,0.02,7,4,22,0,-0.74
1103,164,14.52,0.0,7,4,23,0,-0.91
1104,164,13.17,0.0,7,5,0,0,-1.02
1105,164,12.32,0.0,7,5,1,0,-1.1
1106,164,11.8,0.0,7,5,2,0,-1.12
1107,164,11.05,0.0,7,5,3,0,-1.11
1108,164,11.2,0.0,7,5,4,0,-1.06
1109,164,13.28,0.0,7,5,5,0,-0.9
1110,164,16.25,0.0,7,5,6,0,-0.33
1111,164,18.62,0.0,7,5,7,0,0.35
1112,164,21.02,0.0,7,5,8,0,0.33
1113,164,22.0,0.0,7,5,9,0,0.48
1114,164,22.7,0.0,7,5,10,0,0.91
1115,164,23.8,0.0,7,5,11,0,1.05
1116,164,24.18,0.0,7,5,12,0,0.99
1117,164,25.33,0.0,7,5,13,1,0.91
1118,164,25.25,0.0,7,5,14,0,0.93
1119,164,25.47,0.0,7,5,15,0,1.0
1120,164,25.02,0.0,7,5,16,0,1.18
1121,164,24.5,0.0,7,5,17,0,1.34
1122,164,22.92,0.0,7,5,18,2,0.89
1123,164,20.98,0.0,7,5,19,0,0.4
1124,164,18.62,0.0,7,5,20,0,-0.17
1125,164,17.73,0.0,7,5,21,0,-0.44
1126,164,16.98,0.0,7,5,22,0,-0.68
1127,164,16.7,0.0,7,5,23,0,-0.86
