weather_station
5839.0
6272.0
298.0
1357.0
7420.0
6109.0
7368.0
3426.0
3348.0
7099.0
3376.0
7351.0
1645.0
5643.0
3196.0
2597.0
4024.0
91.0
131.0
5347.0
390.0
4024.0
2174.0
7329.0
2638.0
4911.0
7368.0
4024.0
979.0
7403.0
704.0
5133.0
7420.0
2362.0
3376.0
4508.0
7298.0
298.0
154.0
1602.0
979.0
6310.0
1357.0
7099.0
7351.0
757.0
4548.0
1694.0
979.0
7395.0
3485.0
3196.0
4625.0
2712.0
4911.0
3155.0
5347.0
257.0
3739.0
3257.0
131.0
2362.0
3376.0
298.0
3196.0
1645.0
3196.0
7395.0
4508.0
91.0
4464.0
2323.0
4464.0
5546.0
5643.0
78.0
2712.0
154.0
5347.0
2700.0
13675.0
1694.0
7395.0
4508.0
3485.0
4508.0
3257.0
5335.0
257.0
7395.0
979.0
4703.0
5839.0
420.0
1207.0
4508.0
7368.0
154.0
390.0
5133.0
5839.0
5097.0
4024.0
5335.0
3739.0
330.0
2638.0
7393.0
5490.0
3196.0
4127.0
6109.0
3739.0
4024.0
5546.0
979.0
6259.0
1584.0
2323.0
7298.0
5347.0
3362.0
3348.0
1207.0
3362.0
1645.0
5546.0
1357.0
1270.0
298.0
2074.0
1346.0
3348.0
3155.0
4625.0
420.0
2638.0
4464.0
3348.0
5335.0
7393.0
4703.0
3278.0
2712.0
2497.0
3612.0
856.0
1443.0
1584.0
3278.0
7403.0
3362.0
701.0
1584.0
1207.0
7403.0
3155.0
420.0
2497.0
257.0
704.0
3155.0
5347.0
3485.0
257.0
704.0
1443.0
91.0
2700.0
4480.0
3739.0
3612.0
2174.0
131.0
2638.0
4548.0
3155.0
4480.0
3730.0
3348.0
5133.0
6314.0
4592.0
7395.0
150.0
6109.0
3612.0
3362.0
4703.0
4911.0
5097.0
3739.0
6260.0
5797.0
5797.0
3362.0
1161.0
4548.0
2362.0
2700.0
5490.0
131.0
4480.0
5839.0
3284.0
1270.0
91.0
1270.0
4464.0
1346.0
2323.0
4911.0
154.0
5335.0
3612.0
4625.0
390.0
5797.0
757.0
757.0
4625.0
5546.0
856.0
3485.0
704.0
1051.0
1443.0
3348.0
3284.0
330.0
856.0
1161.0
3376.0
164.0
2074.0
7298.0
1270.0
5797.0
7298.0
704.0
2323.0
2174.0
257.0
3278.0
2712.0
131.0
1161.0
3284.0
7099.0
3284.0
7403.0
6109.0
131.0
4127.0
5133.0
420.0
5133.0
704.0
298.0
4625.0
7395.0
1694.0
2074.0
13675.0
701.0
131.0
5688.0
7420.0
2704.0
757.0
1694.0
154.0
131.0
6259.0
5440.0
298.0
7393.0
2700.0
4911.0
6109.0
5335.0
3278.0
3348.0
5839.0
1346.0
390.0
6109.0
298.0
1346.0
7351.0
3426.0
1602.0
1051.0
6272.0
7099.0
6259.0
704.0
1051.0
3485.0
2597.0
1346.0
2597.0
704.0
420.0
1051.0
4127.0
704.0
5643.0
7351.0
2323.0
2597.0
4127.0
4371.0
701.0
7420.0
4024.0
330.0
2947.0
757.0
7298.0
6260.0
420.0
7395.0
5426.0
979.0
2074.0
1207.0
5347.0
2174.0
4548.0
5490.0
3284.0
3612.0
5440.0
330.0
2362.0
7403.0
5133.0
1346.0
3730.0
131.0
2947.0
3485.0
1270.0
150.0
5347.0
3730.0
5097.0
4024.0
7298.0
979.0
3278.0
390.0
4911.0
7403.0
1051.0
3278.0
856.0
6272.0
4592.0
2947.0
7368.0
2712.0
4592.0
7420.0
4127.0
390.0
5490.0
5133.0
330.0
4127.0
2074.0
4703.0
1357.0
3257.0
3426.0
4024.0
4625.0
704.0
856.0
4625.0
1584.0
4911.0
3485.0
1584.0
6314.0
1346.0
6260.0
3278.0
298.0
5643.0
7420.0
5097.0
2362.0
7368.0
4508.0
6109.0
5426.0
757.0
3284.0
2362.0
3196.0
2947.0
2712.0
4703.0
5335.0
1645.0
420.0
1694.0
298.0
7298.0
5797.0
5335.0
3376.0
7368.0
3426.0
5797.0
5546.0
1584.0
6314.0
3155.0
2174.0
7099.0
3485.0
78.0
164.0
5797.0
2497.0
1645.0
5839.0
2362.0
7368.0
330.0
2323.0
2362.0
7420.0
390.0
2638.0
5688.0
3612.0
3155.0
7351.0
4024.0
7395.0
2362.0
1207.0
7368.0
1051.0
2597.0
856.0
1443.0
3612.0
330.0
1443.0
1357.0
5839.0
154.0
1346.0
6260.0
5347.0
6310.0
2323.0
1602.0
154.0
4911.0
5688.0
2638.0
3739.0
2323.0
7329.0
3284.0
7395.0
6314.0
1051.0
2174.0
154.0
154.0
2174.0
2700.0
298.0
1357.0
298.0
3155.0
5133.0
2947.0
91.0
1051.0
5440.0
5688.0
7351.0
1346.0
6109.0
420.0
6260.0
7298.0
856.0
78.0
6260.0
1207.0
1602.0
2947.0
6109.0
4464.0
4508.0
2947.0
3426.0
4480.0
4548.0
5797.0
6109.0
1161.0
2947.0
7420.0
4024.0
5797.0
3376.0
330.0
6259.0
6260.0
2497.0
131.0
420.0
4592.0
5133.0
164.0
91.0
5440.0
164.0
3196.0
4464.0
4703.0
3739.0
4703.0
5839.0
5347.0
7329.0
3348.0
6310.0
7298.0
3278.0
6259.0
2362.0
2700.0
2174.0
7099.0
7099.0
6109.0
7351.0
5546.0
7298.0
164.0
1207.0
4911.0
3155.0
2074.0
4371.0
4371.0
5688.0
2704.0
701.0
4371.0
4480.0
5797.0
5097.0
164.0
2638.0
5688.0
154.0
5097.0
2597.0
757.0
757.0
7368.0
2700.0
390.0
390.0
390.0
7351.0
5643.0
3739.0
6260.0
3348.0
1161.0
3485.0
5426.0
78.0
6109.0
1270.0
6260.0
1694.0
2362.0
2712.0
4625.0
3730.0
4508.0
757.0
13675.0
1443.0
5490.0
91.0
2362.0
4703.0
2704.0
420.0
3426.0
4911.0
3196.0
4464.0
3284.0
3196.0
4127.0
3426.0
1584.0
7351.0
5440.0
3426.0
164.0
3155.0
757.0
1346.0
2074.0
6314.0
4024.0
330.0
5347.0
5426.0
5097.0
5546.0
2947.0
164.0
4592.0
7395.0
2362.0
1584.0
2597.0
2362.0
3730.0
7368.0
2497.0
7099.0
131.0
5490.0
4024.0
1161.0
3362.0
390.0
3284.0
5440.0
3278.0
1694.0
757.0
1602.0
979.0
2174.0
1357.0
4024.0
757.0
2174.0
7403.0
1346.0
3376.0
704.0
5335.0
3196.0
1645.0
3376.0
2362.0
154.0
2947.0
1270.0
257.0
856.0
3362.0
4508.0
150.0
3730.0
7393.0
13675.0
2074.0
1161.0
2174.0
1346.0
1584.0
2497.0
2362.0
1346.0
1357.0
4592.0
2712.0
4480.0
5490.0
1694.0
4480.0
4508.0
3426.0
5688.0
2323.0
4911.0
2597.0
704.0
330.0
3426.0
1694.0
5797.0
1602.0
4911.0
1161.0
3730.0
4508.0
5335.0
7395.0
5347.0
5688.0
5546.0
1584.0
2174.0
390.0
2362.0
164.0
2947.0
7395.0
4480.0
2638.0
4464.0
701.0
13675.0
2597.0
5839.0
5839.0
856.0
4508.0
5546.0
3257.0
5688.0
1207.0
1270.0
4464.0
5839.0
5426.0
7329.0
6109.0
757.0
1357.0
