weather_station,temperature,percipitation,month,day,hour,accidents,road_usage
257,2.275,0.525,1,1,0,0,-1.1837
257,2.125,0.5,1,1,1,0,-1.088
257,2.275,0.4,1,1,2,0,-1.1817
257,2.625,0.55,1,1,3,1,-1.2456
257,2.775,0.65,1,1,4,0,-1.2867
257,2.725,0.775,1,1,5,0,-1.3025
257,2.7,0.7,1,1,6,0,-1.1955
257,3.025,0.55,1,1,7,0,-1.1977
257,3.2,0.575,1,1,8,0,-1.1761
257,3.65,0.575,1,1,9,0,-0.9536
257,3.875,1.1,1,1,10,0,-0.7054
257,4.025,1.025,1,1,11,0,-0.3044
257,4.1,0.425,1,1,12,0,0.06
257,4.35,0.375,1,1,13,0,0.0727
257,4.275,0.4,1,1,14,0,0.1694
257,4.2,0.525,1,1,15,0,0.2647
257,4.0,0.8,1,1,16,0,0.1823
257,4.05,0.95,1,1,17,0,0.1921
257,4.0,0.55,1,1,18,0,0.1028
257,3.55,1.15,1,1,19,2,-0.1577
257,3.275,0.775,1,1,20,0,-0.4859
257,3.075,0.4,1,1,21,0,-0.6584
257,3.125,0.3,1,1,22,0,-0.8609
257,3.125,0.125,1,1,23,0,-1.0402
257,3.05,0.075,1,2,0,0,-1.0973
257,2.8,0.05,1,2,1,0,-1.229
257,2.575,0.0,1,2,2,0,-1.273
257,2.625,0.0,1,2,3,0,-1.2615
257,2.05,0.25,1,2,4,0,-1.2454
257,1.875,0.35,1,2,5,0,-1.0163
257,1.675,0.25,1,2,6,0,-0.0817
257,1.35,0.275,1,2,7,2,0.5066
257,1.1,0.225,1,2,8,1,0.8521
257,1.3,0.15,1,2,9,0,0.3881
257,1.55,0.275,1,2,10,0,0.1547
257,1.775,0.4,1,2,11,1,0.2127
257,2.05,0.325,1,2,12,1,0.1868
257,1.95,0.625,1,2,13,0,0.2848
257,2.25,0.45,1,2,14,1,0.4163
257,1.375,1.15,1,2,15,0,0.5614
257,1.0,0.4,1,2,16,0,0.6844
257,0.725,0.0,1,2,17,2,0.9846
257,0.475,0.0,1,2,18,1,0.8682
257,0.475,0.0,1,2,19,0,0.262
257,0.4,0.0,1,2,20,0,-0.3355
257,0.45,0.0,1,2,21,0,-0.7052
257,0.3,0.0,1,2,22,1,-0.755
257,-0.225,0.025,1,2,23,0,-0.844
257,0.88,0.08,1,3,0,0,-1.0978
257,0.94,0.06,1,3,1,0,-1.2281
257,1.04,0.0,1,3,2,1,-1.2153
257,1.1,0.08,1,3,3,0,-1.2258
257,1.3,0.08,1,3,4,0,-1.2281
257,1.2,0.14,1,3,5,0,-1.0842
257,0.94,0.22,1,3,6,0,-0.3434
257,0.76,0.02,1,3,7,0,0.1938
257,1.74,0.0,1,3,8,0,0.3706
257,2.68,0.0,1,3,9,2,0.04
257,3.22,0.0,1,3,10,0,-0.0922
257,3.6,0.0,1,3,11,1,-0.0297
257,4.0,0.02,1,3,12,0,0.0602
257,3.96,0.02,1,3,13,1,0.2373
257,4.24,0.02,1,3,14,0,0.4142
257,3.9,0.02,1,3,15,1,0.5368
257,3.08,0.0,1,3,16,0,0.6822
257,2.36,0.02,1,3,17,0,0.9354
257,2.32,0.02,1,3,18,1,0.7376
257,2.7,0.1,1,3,19,0,0.1226
257,2.56,0.0,1,3,20,0,-0.3677
257,2.14,0.0,1,3,21,0,-0.6367
257,2.26,0.0,1,3,22,0,-0.7529
257,2.18,0.0,1,3,23,0,-0.8541
257,1.92,0.0,1,4,0,0,-1.1014
257,1.5,0.0,1,4,1,0,-1.2201
257,1.12,0.28,1,4,2,0,-1.2729
257,0.86,0.0,1,4,3,0,-1.2766
257,1.12,0.0,1,4,4,0,-1.2533
257,1.1,0.0,1,4,5,0,-1.0369
257,0.64,0.0,1,4,6,1,-0.2323
257,1.08,0.0,1,4,7,2,0.3049
257,0.98,0.14,1,4,8,0,0.5581
257,1.32,0.1,1,4,9,0,0.1826
257,2.32,0.0,1,4,10,0,0.1059
257,3.02,0.0,1,4,11,0,0.3087
257,3.62,0.0,1,4,12,0,0.3806
257,3.22,0.06,1,4,13,0,0.4498
257,2.86,0.18,1,4,14,0,0.6477
257,2.66,0.06,1,4,15,1,0.732
257,1.88,0.04,1,4,16,0,0.8376
257,0.8,0.0,1,4,17,1,1.0795
257,0.14,0.2,1,4,18,1,0.94
257,-0.04,0.24,1,4,19,0,0.3886
257,-0.22,0.0,1,4,20,0,-0.2104
257,-0.18,0.0,1,4,21,1,-0.581
257,0.7,0.02,1,4,22,0,-0.6858
257,0.2,0.0,1,4,23,0,-0.8324
257,0.04,0.02,1,5,0,0,-1.0486
257,-0.36,0.04,1,5,1,0,-1.2214
257,-0.4,0.04,1,5,2,0,-1.2628
257,-0.36,0.0,1,5,3,0,-1.2662
257,-0.38,0.04,1,5,4,0,-1.2514
257,-0.26,0.04,1,5,5,0,-1.046
257,-0.16,0.1,1,5,6,0,-0.2166
257,-0.3,0.16,1,5,7,2,0.3509
257,-0.08,0.1,1,5,8,0,0.5716
257,0.42,0.04,1,5,9,0,0.2644
257,1.02,0.02,1,5,10,1,0.1254
257,1.28,0.0,1,5,11,0,0.2229
257,1.96,0.0,1,5,12,0,0.3074
257,1.82,0.0,1,5,13,0,0.4105
257,1.74,0.04,1,5,14,0,0.6082
257,1.42,0.06,1,5,15,0,0.7751
257,0.82,0.02,1,5,16,0,0.8953
257,-0.3,0.06,1,5,17,3,1.1823
257,0.3,0.16,1,5,18,1,0.9765
257,0.48,0.02,1,5,19,0,0.5241
257,0.28,0.04,1,5,20,0,-0.1761
257,-0.36,0.56,1,5,21,0,-0.5828
257,0.1,0.0,1,5,22,0,-0.6625
257,-0.08,0.0,1,5,23,0,-0.7842
257,-1.125,0.0,1,6,0,0,-0.9222
257,-1.225,0.075,1,6,1,0,-1.1945
257,-1.525,0.0,1,6,2,0,-1.2631
257,-1.475,0.0,1,6,3,0,-1.2653
257,-1.6,0.0,1,6,4,0,-1.2563
257,-2.15,0.025,1,6,5,1,-1.0728
257,-1.875,0.075,1,6,6,0,-0.2745
257,-2.1,0.225,1,6,7,0,0.2067
257,-1.675,0.025,1,6,8,0,0.4778
257,-1.125,0.0,1,6,9,1,0.0854
257,-0.225,0.0,1,6,10,0,0.154
257,0.025,0.025,1,6,11,0,0.3256
257,0.75,0.0,1,6,12,0,0.4311
257,0.6,0.0,1,6,13,0,0.6716
257,0.95,0.0,1,6,14,0,1.0007
257,0.825,0.025,1,6,15,0,1.1419
257,0.525,0.075,1,6,16,1,1.2333
257,0.15,0.075,1,6,17,0,1.2086
257,0.225,0.025,1,6,18,0,0.9099
257,0.3,0.0,1,6,19,0,0.519
257,0.15,0.075,1,6,20,0,-0.1089
257,0.3,0.125,1,6,21,0,-0.5078
257,0.35,0.05,1,6,22,0,-0.6565
257,0.425,0.075,1,6,23,0,-0.6879
257,0.3,0.15,1,7,0,0,-1.0188
257,0.45,0.075,1,7,1,0,-1.0957
257,0.425,0.0,1,7,2,0,-1.1961
257,0.45,0.075,1,7,3,0,-1.2159
257,0.65,0.125,1,7,4,0,-1.2406
257,0.575,0.025,1,7,5,0,-1.1711
257,0.8,0.2,1,7,6,0,-0.8989
257,0.675,0.275,1,7,7,0,-0.8905
257,0.775,0.325,1,7,8,0,-0.7958
257,1.2,0.45,1,7,9,0,-0.4705
257,1.85,1.0,1,7,10,0,-0.0164
257,2.85,0.75,1,7,11,1,0.5787
257,3.05,0.125,1,7,12,1,0.801
257,3.275,0.4,1,7,13,0,0.809
257,3.375,0.075,1,7,14,0,0.8716
257,3.5,0.075,1,7,15,0,0.9804
257,2.825,0.175,1,7,16,0,0.8675
257,2.55,0.475,1,7,17,0,0.7438
257,2.075,0.95,1,7,18,0,0.6368
257,2.025,1.275,1,7,19,0,0.3073
257,1.925,0.9,1,7,20,0,-0.2447
257,2.075,0.775,1,7,21,0,-0.621
257,2.1,0.8,1,7,22,0,-0.8002
257,2.35,0.525,1,7,23,0,-0.8549
257,3.25,0.0,2,1,0,1,-1.1687
257,2.95,0.0,2,1,1,0,-1.0737
257,4.15,0.0,2,1,2,0,-1.1741
257,3.575,0.05,2,1,3,0,-1.2231
257,3.075,0.25,2,1,4,0,-1.2645
257,2.95,0.075,2,1,5,0,-1.2819
257,3.15,0.025,2,1,6,0,-1.1783
257,2.875,0.025,2,1,7,0,-1.1577
257,3.95,0.0,2,1,8,0,-1.1218
257,6.15,0.0,2,1,9,0,-0.8375
257,8.0,0.0,2,1,10,0,-0.5161
257,9.45,0.0,2,1,11,0,-0.0699
257,9.875,0.0,2,1,12,0,0.3381
257,9.85,0.175,2,1,13,2,0.293
257,10.6,0.0,2,1,14,0,0.4011
257,10.375,0.075,2,1,15,0,0.6152
257,8.625,1.25,2,1,16,0,0.5257
257,5.125,0.225,2,1,17,0,0.5085
257,4.25,0.25,2,1,18,1,0.4592
257,3.8,0.0,2,1,19,0,0.0593
257,3.2,0.0,2,1,20,0,-0.3982
257,2.75,0.8,2,1,21,0,-0.5996
257,2.675,0.0,2,1,22,0,-0.8152
257,2.75,0.025,2,1,23,0,-1.01
257,1.85,0.0,2,2,0,0,-1.0659
257,1.85,0.0,2,2,1,0,-1.2236
257,1.275,0.0,2,2,2,1,-1.2763
257,1.475,0.0,2,2,3,0,-1.2657
257,1.05,0.0,2,2,4,0,-1.2279
257,0.9,0.0,2,2,5,0,-0.975
257,0.525,0.0,2,2,6,0,-0.052
257,0.7,0.0,2,2,7,1,0.6791
257,1.525,0.0,2,2,8,0,0.9882
257,4.4,0.0,2,2,9,1,0.51
257,6.775,0.0,2,2,10,2,0.3229
257,8.4,0.0,2,2,11,0,0.3744
257,9.575,0.0,2,2,12,1,0.3697
257,10.525,0.025,2,2,13,0,0.4293
257,10.525,0.0,2,2,14,0,0.5998
257,10.5,0.0,2,2,15,0,0.736
257,9.075,0.0,2,2,16,0,0.9051
257,6.3,0.0,2,2,17,0,1.1965
257,4.275,0.0,2,2,18,0,1.069
257,3.8,0.0,2,2,19,0,0.4214
257,3.3,0.0,2,2,20,0,-0.2832
257,2.85,0.0,2,2,21,0,-0.6522
257,2.625,0.0,2,2,22,0,-0.7126
257,2.075,0.0,2,2,23,0,-0.8271
257,1.925,0.0,2,3,0,0,-1.0293
257,1.5,0.0,2,3,1,0,-1.215
257,1.325,0.0,2,3,2,0,-1.2685
257,1.05,0.0,2,3,3,0,-1.2626
257,0.5,0.0,2,3,4,0,-1.2321
257,0.7,0.0,2,3,5,1,-1.0098
257,0.275,0.0,2,3,6,2,-0.0787
257,0.2,0.0,2,3,7,0,0.7214
257,1.825,0.0,2,3,8,2,0.9358
257,4.225,0.0,2,3,9,1,0.4889
257,6.75,0.0,2,3,10,0,0.2909
257,7.9,0.0,2,3,11,2,0.3447
257,8.325,0.0,2,3,12,0,0.3352
257,8.85,0.075,2,3,13,3,0.4759
257,9.4,0.025,2,3,14,2,0.7255
257,9.25,0.0,2,3,15,0,0.8417
257,7.925,0.0,2,3,16,0,1.0153
257,5.25,0.0,2,3,17,0,1.2698
257,3.75,0.0,2,3,18,0,1.1802
257,2.375,0.0,2,3,19,0,0.5848
257,1.475,0.0,2,3,20,0,-0.155
257,1.1,0.0,2,3,21,0,-0.5388
257,0.7,0.0,2,3,22,0,-0.6573
257,0.325,0.0,2,3,23,0,-0.7728
257,0.175,0.0,2,4,0,0,-1.045
257,-0.3,0.0,2,4,1,0,-1.2075
257,-0.15,0.0,2,4,2,0,-1.2694
257,-0.325,0.0,2,4,3,0,-1.2632
257,-0.5,0.0,2,4,4,0,-1.2296
257,-0.475,0.0,2,4,5,0,-0.98
257,-0.725,0.0,2,4,6,1,-0.0905
257,-1.275,0.0,2,4,7,0,0.6849
257,-0.175,0.0,2,4,8,0,0.9547
257,3.75,0.0,2,4,9,0,0.4338
257,6.075,0.0,2,4,10,1,0.3179
257,8.15,0.0,2,4,11,1,0.4299
257,10.15,0.0,2,4,12,0,0.4251
257,10.975,0.0,2,4,13,0,0.5557
257,11.275,0.0,2,4,14,0,0.7857
257,11.075,0.0,2,4,15,0,0.9466
257,8.775,0.0,2,4,16,0,1.1473
257,5.525,0.0,2,4,17,1,1.3311
257,3.85,0.0,2,4,18,2,1.2828
257,2.75,0.0,2,4,19,0,0.7286
257,2.175,0.0,2,4,20,0,-0.0323
257,1.3,0.0,2,4,21,0,-0.4808
257,1.425,0.0,2,4,22,0,-0.595
257,1.025,0.0,2,4,23,0,-0.7401
257,0.475,0.0,2,5,0,0,-1.0141
257,0.325,0.0,2,5,1,0,-1.195
257,0.375,0.0,2,5,2,0,-1.2642
257,0.175,0.0,2,5,3,0,-1.2431
257,0.35,0.0,2,5,4,0,-1.24
257,0.1,0.0,2,5,5,0,-0.9977
257,0.8,0.0,2,5,6,1,-0.1143
257,0.825,0.0,2,5,7,1,0.6934
257,3.875,0.0,2,5,8,1,0.9226
257,6.175,0.05,2,5,9,0,0.5185
257,8.0,0.275,2,5,10,2,0.372
257,9.925,0.475,2,5,11,0,0.5338
257,11.825,0.275,2,5,12,0,0.4441
257,12.3,0.35,2,5,13,2,0.5424
257,12.375,0.0,2,5,14,1,0.7727
257,12.2,0.45,2,5,15,1,0.8688
257,11.225,0.025,2,5,16,0,1.1084
257,8.075,0.0,2,5,17,0,1.3626
257,6.375,0.0,2,5,18,0,1.1536
257,6.225,0.0,2,5,19,1,0.6918
257,5.35,0.0,2,5,20,0,-0.017
257,5.025,0.0,2,5,21,0,-0.4913
257,5.35,0.05,2,5,22,0,-0.6148
257,5.5,0.15,2,5,23,0,-0.7709
257,3.6,0.0,2,6,0,0,-0.9044
257,3.925,0.1,2,6,1,0,-1.1702
257,3.575,0.0,2,6,2,0,-1.2501
257,3.825,0.025,2,6,3,0,-1.2668
257,3.825,0.0,2,6,4,0,-1.2389
257,3.75,0.1,2,6,5,0,-1.0365
257,3.1,0.1,2,6,6,0,-0.1827
257,2.625,0.05,2,6,7,1,0.5294
257,3.35,0.2,2,6,8,0,0.7409
257,5.625,0.125,2,6,9,0,0.2991
257,7.325,0.05,2,6,10,0,0.3366
257,8.3,0.05,2,6,11,0,0.4641
257,9.2,0.025,2,6,12,1,0.5847
257,9.65,0.0,2,6,13,1,0.7845
257,9.95,0.0,2,6,14,2,1.2416
257,9.6,0.05,2,6,15,1,1.3004
257,8.4,0.1,2,6,16,3,1.4953
257,5.8,0.0,2,6,17,1,1.4734
257,3.775,0.05,2,6,18,1,1.2115
257,2.95,0.25,2,6,19,0,0.7237
257,2.175,0.225,2,6,20,0,0.1162
257,2.025,0.15,2,6,21,0,-0.3372
257,2.125,0.0,2,6,22,0,-0.561
257,2.875,0.025,2,6,23,1,-0.6601
257,3.675,0.0,2,7,0,0,-0.9692
257,3.95,0.0,2,7,1,0,-1.0583
257,4.3,0.0,2,7,2,0,-1.1731
257,3.175,0.0,2,7,3,0,-1.213
257,2.4,0.325,2,7,4,0,-1.2019
257,1.8,0.075,2,7,5,0,-1.1096
257,2.425,0.0,2,7,6,0,-0.8588
257,2.375,0.0,2,7,7,0,-0.7935
257,2.95,0.0,2,7,8,0,-0.6486
257,5.1,0.0,2,7,9,0,-0.2949
257,7.3,0.0,2,7,10,0,0.3647
257,9.15,0.0,2,7,11,0,0.9319
257,10.3,0.0,2,7,12,0,1.1293
257,11.2,0.025,2,7,13,0,1.0105
257,10.8,0.0,2,7,14,0,1.1159
257,10.95,0.0,2,7,15,0,1.2344
257,8.975,0.0,2,7,16,0,1.1117
257,7.475,0.0,2,7,17,0,1.0315
257,6.1,0.0,2,7,18,0,0.911
257,6.25,0.0,2,7,19,0,0.4709
257,6.075,0.0,2,7,20,0,-0.1189
257,4.825,0.0,2,7,21,1,-0.5466
257,4.425,0.0,2,7,22,0,-0.732
257,4.35,0.0,2,7,23,0,-0.8442
257,9.52,0.0,3,1,0,0,-1.1528
257,9.2,0.0,3,1,1,0,-1.0783
257,9.28,0.0,3,1,2,0,-1.1734
257,8.56,0.04,3,1,3,1,-1.2672
257,7.96,0.3,3,1,4,1,-1.269
257,7.38,0.54,3,1,5,0,-1.2797
257,8.16,0.3,3,1,6,0,-1.1846
257,9.2,0.62,3,1,7,0,-1.1697
257,10.46,0.34,3,1,8,0,-1.0997
257,11.76,0.66,3,1,9,0,-0.8619
257,12.52,0.6,3,1,10,0,-0.5256
257,13.46,0.0,3,1,11,1,-0.052
257,14.16,0.0,3,1,12,1,0.3351
257,13.5,0.02,3,1,13,2,0.2838
257,12.98,0.32,3,1,14,0,0.4285
257,12.96,0.56,3,1,15,0,0.5115
257,12.86,0.0,3,1,16,2,0.3954
257,11.76,0.46,3,1,17,0,0.4268
257,10.72,0.0,3,1,18,0,0.46
257,8.96,0.0,3,1,19,0,0.1964
257,8.66,0.0,3,1,20,0,-0.2379
257,8.0,0.0,3,1,21,0,-0.541
257,7.28,0.0,3,1,22,0,-0.7826
257,8.18,0.0,3,1,23,0,-1.0034
257,8.525,0.0,3,2,0,0,-1.0589
257,8.3,0.0,3,2,1,0,-1.2106
257,8.75,0.0,3,2,2,0,-1.2616
257,8.675,0.0,3,2,3,0,-1.2599
257,7.95,0.0,3,2,4,0,-1.2213
257,6.75,0.0,3,2,5,1,-0.9927
257,6.625,0.0,3,2,6,0,-0.0583
257,6.65,0.025,3,2,7,0,0.6875
257,6.125,0.225,3,2,8,1,0.8233
257,6.175,0.15,3,2,9,0,0.5163
257,6.7,0.35,3,2,10,0,0.3286
257,7.1,0.0,3,2,11,0,0.4173
257,7.7,0.075,3,2,12,0,0.3679
257,8.175,0.175,3,2,13,0,0.4113
257,8.125,0.75,3,2,14,2,0.612
257,7.75,0.025,3,2,15,3,0.6332
257,6.75,0.325,3,2,16,0,0.8916
257,5.7,0.45,3,2,17,0,1.0796
257,5.15,0.0,3,2,18,0,0.9205
257,5.025,0.1,3,2,19,0,0.3674
257,4.4,1.425,3,2,20,0,-0.2714
257,3.975,0.6,3,2,21,0,-0.6623
257,3.925,0.325,3,2,22,0,-0.696
257,4.15,0.0,3,2,23,0,-0.8187
257,4.3,0.0,3,3,0,0,-1.0671
257,4.25,0.0,3,3,1,0,-1.1853
257,4.1,0.0,3,3,2,0,-1.2444
257,3.625,0.0,3,3,3,0,-1.2459
257,3.65,0.0,3,3,4,0,-1.2269
257,3.475,0.0,3,3,5,0,-1.0083
257,2.625,0.125,3,3,6,1,-0.0483
257,3.35,0.125,3,3,7,2,0.6773
257,5.675,0.0,3,3,8,1,0.7789
257,6.65,0.0,3,3,9,1,0.4565
257,6.775,0.0,3,3,10,0,0.2711
257,7.675,0.05,3,3,11,0,0.3867
257,8.05,0.075,3,3,12,2,0.358
257,8.45,0.325,3,3,13,0,0.4786
257,8.8,0.775,3,3,14,0,0.6637
257,8.925,0.525,3,3,15,0,0.7926
257,8.95,0.975,3,3,16,2,0.9021
257,7.65,0.925,3,3,17,1,1.1503
257,7.0,0.675,3,3,18,0,1.0266
257,6.3,0.6,3,3,19,0,0.4797
257,5.875,0.175,3,3,20,0,-0.1757
257,5.5,0.225,3,3,21,0,-0.5478
257,5.225,0.1,3,3,22,1,-0.6714
257,4.75,0.0,3,3,23,0,-0.7681
257,3.05,0.0,3,4,0,0,-1.0206
257,2.8,0.0,3,4,1,0,-1.2043
257,2.5,0.0,3,4,2,0,-1.2528
257,2.025,0.0,3,4,3,0,-1.2528
257,1.9,0.0,3,4,4,0,-1.217
257,1.475,0.0,3,4,5,0,-0.9633
257,1.45,0.0,3,4,6,0,-0.0547
257,2.375,0.0,3,4,7,1,0.6931
257,5.275,0.0,3,4,8,1,0.8777
257,7.2,0.0,3,4,9,0,0.424
257,8.875,0.0,3,4,10,1,0.3487
257,9.275,0.0,3,4,11,0,0.4229
257,10.5,0.0,3,4,12,0,0.4434
257,10.875,0.0,3,4,13,0,0.5744
257,11.625,0.0,3,4,14,0,0.7823
257,11.95,0.0,3,4,15,0,0.8947
257,11.125,0.0,3,4,16,0,1.1564
257,9.875,0.0,3,4,17,0,1.343
257,8.5,0.0,3,4,18,1,1.1854
257,6.575,0.275,3,4,19,0,0.602
257,6.425,0.025,3,4,20,0,-0.0571
257,5.5,0.025,3,4,21,0,-0.4982
257,4.825,0.775,3,4,22,1,-0.6409
257,4.0,0.525,3,4,23,0,-0.7663
257,3.375,0.05,3,5,0,0,-1.0546
257,3.1,0.0,3,5,1,0,-1.2037
257,3.05,0.0,3,5,2,0,-1.2517
257,5.175,0.0,3,5,3,0,-1.25
257,4.45,0.0,3,5,4,0,-1.2143
257,3.525,0.3,3,5,5,0,-0.9928
257,3.7,0.075,3,5,6,1,-0.0313
257,4.975,0.0,3,5,7,0,0.7391
257,7.425,0.0,3,5,8,0,0.8996
257,9.55,0.025,3,5,9,1,0.5864
257,9.925,0.175,3,5,10,1,0.4002
257,10.65,0.325,3,5,11,0,0.5044
257,11.0,0.425,3,5,12,0,0.6687
257,10.9,1.7,3,5,13,0,0.5859
257,11.3,1.325,3,5,14,0,0.8444
257,11.55,0.75,3,5,15,0,0.9762
257,11.475,0.3,3,5,16,3,1.2795
257,10.7,0.125,3,5,17,0,1.3852
257,9.15,0.35,3,5,18,0,1.1827
257,7.575,0.8,3,5,19,0,0.6459
257,6.95,0.0,3,5,20,0,-0.0546
257,6.325,0.0,3,5,21,0,-0.4824
257,6.5,0.0,3,5,22,0,-0.6194
257,6.425,0.0,3,5,23,0,-0.7762
257,6.52,0.34,3,6,0,0,-0.8985
257,6.56,0.48,3,6,1,0,-1.1755
257,6.18,0.04,3,6,2,0,-1.2479
257,6.2,0.56,3,6,3,0,-1.2383
257,6.2,0.36,3,6,4,0,-1.2033
257,6.48,0.12,3,6,5,0,-0.9349
257,5.36,0.86,3,6,6,2,-0.0595
257,6.52,1.02,3,6,7,0,0.5349
257,8.22,0.88,3,6,8,0,0.6329
257,9.86,0.8,3,6,9,0,0.4736
257,10.72,0.66,3,6,10,1,0.411
257,11.32,0.48,3,6,11,0,0.573
257,11.8,0.2,3,6,12,0,0.6526
257,12.26,0.32,3,6,13,1,0.8769
257,12.6,0.36,3,6,14,2,1.2416
257,12.52,0.5,3,6,15,0,1.4106
257,12.66,0.28,3,6,16,0,1.2403
257,11.26,0.08,3,6,17,1,1.1473
257,9.34,0.16,3,6,18,0,1.0377
257,8.24,0.2,3,6,19,0,0.8135
257,7.34,0.0,3,6,20,0,0.1531
257,7.34,0.1,3,6,21,0,-0.3398
257,7.86,0.4,3,6,22,0,-0.5504
257,7.6,0.56,3,6,23,0,-0.6437
257,7.54,0.2,3,7,0,0,-0.9658
257,7.08,0.08,3,7,1,0,-1.0699
257,7.0,0.2,3,7,2,0,-1.1942
257,6.56,0.08,3,7,3,0,-1.2228
257,6.54,0.0,3,7,4,0,-1.2081
257,6.22,0.72,3,7,5,0,-1.1218
257,5.88,0.34,3,7,6,0,-0.8641
257,7.24,0.14,3,7,7,0,-0.7919
257,9.32,0.02,3,7,8,1,-0.5952
257,10.8,0.02,3,7,9,2,-0.1733
257,12.36,0.0,3,7,10,0,0.4407
257,13.02,0.0,3,7,11,1,0.9665
257,13.46,0.0,3,7,12,1,1.1169
257,13.78,0.0,3,7,13,1,1.0609
257,13.9,0.06,3,7,14,2,1.1268
257,14.26,0.12,3,7,15,0,1.1654
257,14.14,0.0,3,7,16,2,1.0946
257,12.48,0.0,3,7,17,0,0.9756
257,11.4,0.0,3,7,18,0,0.877
257,10.52,0.0,3,7,19,0,0.6137
257,9.74,0.12,3,7,20,0,-0.0698
257,9.66,0.0,3,7,21,0,-0.5024
257,9.44,0.0,3,7,22,0,-0.7146
257,9.74,0.0,3,7,23,1,-0.8079
257,5.0,0.05,4,1,0,0,-1.0315
257,5.125,0.0,4,1,1,0,-1.0254
257,5.075,0.0,4,1,2,0,-1.1442
257,4.625,0.0,4,1,3,0,-1.2231
257,4.125,0.0,4,1,4,0,-1.262
257,4.3,0.0,4,1,5,0,-1.2699
257,5.3,0.125,4,1,6,1,-1.1428
257,7.125,0.025,4,1,7,0,-1.1473
257,10.1,0.025,4,1,8,0,-1.0906
257,10.375,0.425,4,1,9,0,-0.7643
257,11.55,0.15,4,1,10,0,-0.3512
257,12.25,0.275,4,1,11,0,0.1102
257,12.325,0.05,4,1,12,1,0.5847
257,13.55,0.05,4,1,13,1,0.5795
257,13.925,0.0,4,1,14,0,0.573
257,14.425,0.0,4,1,15,1,0.7372
257,14.1,0.0,4,1,16,2,0.6832
257,12.725,0.025,4,1,17,0,0.6844
257,10.425,0.025,4,1,18,0,0.6728
257,9.1,0.0,4,1,19,0,0.5122
257,8.1,0.0,4,1,20,0,0.0452
257,7.15,0.0,4,1,21,0,-0.2748
257,6.425,0.0,4,1,22,0,-0.5373
257,5.775,0.0,4,1,23,0,-0.8529
257,7.6,0.04,4,2,0,0,-1.0371
257,6.3,0.98,4,2,1,0,-1.1684
257,5.62,0.18,4,2,2,0,-1.2427
257,4.72,0.0,4,2,3,0,-1.2503
257,4.1,0.06,4,2,4,0,-1.2247
257,3.86,0.08,4,2,5,0,-1.0153
257,5.12,0.02,4,2,6,0,-0.2072
257,8.08,0.0,4,2,7,1,0.3825
257,10.84,0.0,4,2,8,2,0.5431
257,12.74,0.0,4,2,9,0,0.3211
257,13.98,0.0,4,2,10,2,0.3557
257,14.9,0.0,4,2,11,1,0.6128
257,15.98,0.0,4,2,12,2,0.7014
257,16.72,0.0,4,2,13,2,0.6666
257,17.02,0.0,4,2,14,1,0.8285
257,16.82,0.0,4,2,15,2,1.018
257,16.74,0.0,4,2,16,3,1.1645
257,15.96,0.0,4,2,17,2,1.3773
257,13.3,0.0,4,2,18,1,1.2397
257,10.32,0.04,4,2,19,0,0.6851
257,9.42,0.08,4,2,20,0,0.0158
257,9.46,0.1,4,2,21,2,-0.4069
257,11.18,0.04,4,2,22,0,-0.582
257,11.44,0.0,4,2,23,0,-0.7497
257,11.12,0.0,4,3,0,0,-0.9968
257,10.62,0.02,4,3,1,0,-1.1844
257,9.42,0.04,4,3,2,0,-1.2537
257,8.5,0.02,4,3,3,0,-1.244
257,7.8,0.04,4,3,4,0,-1.2132
257,7.24,0.08,4,3,5,1,-0.9475
257,7.7,0.04,4,3,6,0,-0.0472
257,9.72,0.0,4,3,7,0,0.6913
257,10.92,0.0,4,3,8,1,0.8378
257,12.5,0.04,4,3,9,0,0.5976
257,13.6,0.36,4,3,10,2,0.4354
257,14.78,0.02,4,3,11,0,0.6227
257,15.34,0.02,4,3,12,0,0.5999
257,16.34,0.26,4,3,13,1,0.6515
257,16.84,0.06,4,3,14,0,0.8407
257,16.82,0.0,4,3,15,1,0.9923
257,16.72,0.0,4,3,16,1,1.1661
257,15.42,0.0,4,3,17,0,1.4471
257,13.9,0.0,4,3,18,0,1.3764
257,12.0,0.0,4,3,19,0,0.8643
257,11.4,0.02,4,3,20,1,0.1008
257,10.86,0.04,4,3,21,0,-0.3467
257,10.0,0.0,4,3,22,0,-0.546
257,9.34,0.06,4,3,23,0,-0.6707
257,10.175,0.1,4,4,0,0,-0.9858
257,9.05,0.15,4,4,1,0,-1.1859
257,8.95,0.15,4,4,2,0,-1.2462
257,9.0,0.1,4,4,3,0,-1.2306
257,8.85,0.05,4,4,4,0,-1.217
257,8.975,0.025,4,4,5,0,-0.9765
257,9.65,0.15,4,4,6,0,-0.014
257,11.45,0.225,4,4,7,2,0.7536
257,12.05,0.15,4,4,8,0,0.8198
257,12.575,0.225,4,4,9,1,0.5095
257,12.65,0.575,4,4,10,2,0.4045
257,13.2,0.025,4,4,11,0,0.6602
257,13.875,0.1,4,4,12,1,0.6983
257,14.55,0.125,4,4,13,1,0.651
257,14.975,0.0,4,4,14,0,0.9465
257,14.575,0.225,4,4,15,0,1.0217
257,11.45,0.75,4,4,16,1,1.2192
257,10.85,0.375,4,4,17,1,1.3802
257,9.325,0.8,4,4,18,1,1.2043
